This column has important keywords, like level name, intro, deaths, end. And alt version for platforms alt-c64 alt-speccy alt-amiga alt-atari (default is CPC with no tag, alt must be after)	Comment (give about about the context of the sentence)	Original french text	Translation ENGLISH	Initial of translator	Word check. Should be less than 168	Translation SPANISH	Initial of translator	Word check. Should be less than 168	Translation ITALIAN	Initial of translator	Word check. Should be less than 168	Translation GREEK	Initial of translator	Word check. Should be less than 168	Translation GERMAN	Initial of translator	Word check. <168	Translation POLISH	Initial of translator	Word check. <168	Translation MALTESE	Initial of translator	Word check. <168	mt
		Par contre, les connards ont dû entendre les chiens. Je vais passer par le toit, ça sera plus sûr. Ils sont cons, mais ils doivent surveiller l'entrée.	I'm sure the assholes heard the dogs. I'll go through the roof, it will be safer. They're idiots, but they DO monitor the entrance.	CK RF	131	Pero seguro que esos imbéciles han oído a los perros. Voy a pasar por el tejado, será más seguro. Son idiotas, pero tendrán vigilada la entrada.	miguelsky robcfg trocoloco	144	Questi stronzi probabilmente hanno sentito i cani. Entrerò dal tetto, è più sicuro. Sono stupidi, ma sicuramente staranno controllando l'entrata.	Mr. DVG	145	Σίγουρα, οι μαλάκες φύλακες τα άκουσαν τα σκυλιά. Θα πάω από την οροφή, για περισσότερη ασφάλεια. Μπορεί να είναι ηλίθιοι, αλλά σίγουρα θα ελέγξουν την είσοδο.	msg/SK	159	Die Arschlöcher werden die Hunde gehört haben. Ich gehe übers Dach, das ist sicherer. Das sind zwar Idioten, aber den Eingang werden sie bewachen.	Phoenix Yth Dissident	146	Ha! Jest mały problem. Jestem pewny, że te dupki usłyszały psy. Bezpieczniej będzie przejść dalej po dachu. To są idioci, ale na pewno monitorują wejście.	PS2 SP	154	Għall cons, il assholes kien sema klieb. I se jgħaddu mill-saqaf, se jkunu siguri. Huma idiots, iżda għandhom jissorveljaw l-entratura.		135	Loading...
deaths		J'ai pas le temps de bouger que le chien de gauche me choppe la jambe. L'autre me saute à la gueule et me BOUFFE la tronche. Ils ont la dalle. Recommence...	Not enough time to move, the left dog grabbed my leg. The other jumped onto me and CHEWED my face. They're starving.\n Try again asshole...	CK RF	139	No me da tiempo a evitar que el perro de la izquierda me muerda la pierna. El otro me salta a la cara y me la ARRANCA. Están hambrientos. Hazlo de nuevo...	miguelsky robcfg trocoloco	155	Non faccio in tempo a muovermi che il cane di sinistra afferra la mia gamba. L'altro mi salta in faccia e me la SBRANA. Hanno fame! Riprova...	Mr. DVG	142	Δεν προλαβαίνω να κινηθώ. Ο αρι--στερός σκύλος μου γραπώνει το πόδι και ο άλλος πηδάει στο πρόσωπό μου και μου το κάνει μια ΧΑΨΙΑ. Ατάι--στους τους είχαν; Πάμε ξανά.	msg/SK	165	Zu wenig Zeit zum Ausweichen. Der linke Hund erwischt mein Bein, der andere springt mich an und ZERFLEISCHT mir mein Gesicht. Fang noch mal an...	Phoenix Yth Dissident	145	Za wolne moje ruchy i pierwszy pies capnął mnie za nogę. Drugi doskoczył mi do gardła i POŻARŁ mi twarz. Musiały być głodne te psinki. Próbuj ponownie...	PS2 SP	153	Għandi l-ebda ħin biex jimxu l-kelb xellug mug riġel tiegħi. Il-oħra qabża fil-wiċċ tiegħi u Chow wiċċ tiegħi. Huma slab. Jerġa 'jibda ...		138	M'għandix ħin biex nimxi li l-kelb tax-xellug se xokk riġel tiegħi. L-oħra jumps bil-ħalq u jieklu l-wiċċ. Huma għandhom iċ-ċangatura. Ibda mill-ġdid ...
	When player use the top object which is a sausage (no effect of course)	Sérieux ? Tu penses qu'un mastard comme ça va se laisser distraire par une saucisse ? Ils me sautent dessus et me BOUFFENT la bite. Ils l'auront eu leur chipo.	Are you serious? You think a vicious pack like that is going to be distracted by a sausage? They jump on me and CHEW my dick off. They got their meat in the end.	FG RF	161	¿En serio? ¿Crees que una bestia así se va a distraer con una salchicha? Me saltan encima y me ARRANCAN la polla. Al final han tenido su ración.	miguelsky robcfg trocoloco	144	Sei serio? Pensi che mostri come quelli si distraggano con una salsiccia? Mi saltano addosso e mi MANGIANO il cazzo. Hanno avuto la loro carne alla fine.	Mr. DVG	153	Είσαι σοβαρός; Λες το λυσσασμένο σκυλολόι να ξεγελαστεί με ένα λουκάνικο; Ορμάνε πάνω μου και μου ΤΡΩΝΕ τον πούτσο. Είχαν δεν είχαν, το φαγαν το κρέας τους τελικά. 	msg/SK	164	Dein Ernst? Du glaubst, die Biester lassen sich durch lahme Wiener ablenken? Sie fallen mich an und REISSEN mir meine Salami AB. War wohl die bessere Wurst.	Phoenix Yth Dissident	156	Jesteś poważny? Myślisz, że taka wredna banda jak ta da się oszukać byle kiełbaską? Wskakują na mnie i ODGRYZAJĄ mi fiuta. W końcu dorwały kawał solidnej parówy.	PS2 SP	161	Serjament? Inti taħseb li mastard kif ser tkun distratt minn zalzett? Huma jaqbżu fuqi u gobble Dick tiegħi. Huma ser ikollhom chipo tagħhom.		141	Serju? Taħseb li slippark simili se jkun distratt minn zalzett? Huma jaqbżu fuqi u nieklu Dick tiegħi. Kellhom iċ-ċipri tagħhom.
	"croquette" is dog food. (small).	Tu veux que je leur lance une croquette ? T'es vraiment con ! En attendant, je me suis fais BOUFFER LES COUILLES !!! Arrête tes conneries mec.	You want me to throw them some kibbles? You're a moron! In the meantime, I got my BALLS RIPPED OFF! Cut the crap man!	FG RF	117	¿Quieres que les eche unos Whiskas? ¡Eres retrasado! ¡Mientras tanto, me han ARRANCADO LAS PELOTAS! Basta de gilipolleces, tío.	miguelsky robcfg trocoloco	127	Vuoi che gli lanci una crocchetta? Ma sei scemo? Nel frattempo, mi hanno ADDENTATO LE PALLE!!! Basta con le cazzate, amico!	Mr. DVG	123	Θέλεις να τους ρίξω σκυλοκροκέτες; Είσαι τελείως βλαμμένος; Εν τω μεταξύ, μου φαγαν τα ΑΡΧΙΔΙΑ σαν να ταν κεφτέδες!!! Κόψε τις μαλακίες, δικέ μου. 	msg/SK	147	Ich soll ihnen ein paar Leckerlis zuwerfen? Du bist so ein Vollpfosten! In der Zwischenzeit haben sie meine Eier GEFRESSEN!! Hör auf mit dem Scheiß!	Phoenix Yth Dissident	148	Ty naprawde chcesz bym rzucił im jakieś psie krokiety? Jesteś chyba ciołkem! A tymczasem psy ODGRYZAJĄ MI JAJCA! Przestań pieprzyć sprawy koleś!	PS2 SP	144	Inti trid lili biex tniedi kibble tagħhom? Int hekk stupid! Sadanittant, I do jieklu BALLS !!! Aqta l-raġel ħażin.		114	Loading...
end		C'est le chien de droite qui me saute dessus maintenant. J'ai pas le temps de l'éviter et il me bouffe une oreille. L'autre revient et m'arrache le visage. AIE.	Now it's the dog on the right that's jumping on me. No time to avoid it, and it's eating my ear. The other one comes back and\n rips my face off. AWCH.	FG RF	151	El perro de la derecha me salta encima. No tengo tiempo para evitarlo y me muerde una oreja. El otro vuelve y me arranca la cara. AAAY.	miguelsky robcfg trocoloco	135	Ora è il cane di destra che mi salta addosso. Non ho tempo di evitarlo e mi strappa un orecchio. L'altro torna indietro e mi addenta la faccia. ARGH!	Mr. DVG	149	Τώρα ο σκύλος στα δεξιά μου ορμάει. Δεν προλαβαίνω να τον αποφύγω και μου ξεριζώνει το αυτί. Ο άλλος σκύλος επιστρέφει και μου ξεσκίζει το πρόσωπο. ΑΟΥΤΣ.	msg/SK	154	Nun springt der rechte Hund auf mich. Ich habe keine Zeit, ihm auszuweichen, und er frisst mein Ohr. Der andere kommt zurück und reißt mir das Gesicht ab. AUA.	Phoenix Yth Dissident	159	Teraz pies z prawej wskakuje na mnie. Nie daję rady zrobić uniku i zgłodniały kundel odgryza i zjada mi ucho. Drugi pies wraca i zrywa mi twarz. AUĆ.	PS2 SP	149	Dan huwa l-kelb li jumps fuq me dritt issa. Għandi l-ebda ħin biex jevitaw dan u jiekol lili sbula. Il-oħra taqa 'lura u jiġbed wiċċ tiegħi. Ouch.		146	Huwa l-kelb dritt li jumps fuqi issa. M'għandix ħin biex nevitaha u tiekol widna. L-ieħor jiġi lura u dmugħ wiċċ tiegħi. Ouch.
Level21		Original french text. Uppercases words appear in Yellow in game, so keep them uppercase. 	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.	add your initials in that cell		ROJO = Sin traducir ORANGE = Traducido Verde = traducido y verificado.	add your initials in that cell		ROSSO = Non tradotto ARANCIONE = Tradotto Verde = Tradotto e verificato.	add your initials in that cell		ΚΟΚΚΙΝΟ = Χωρίς μετάφραση ORANGE = Μεταφράστηκε Πράσινο = Μεταφρασμένη και επαλήθευσε.	add your initials in that cell		ROT = Nicht übersetzt ORANGE = Übersetzt Grün = übersetzt und verifiziert.		74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	Test oriġinali Franċiż. Kliem ta 'uppercases jidhru fl-isfar fil-logħba, u għalhekk żommhom uppercase. 
intro	The ninja decide not to enter the door and to climb on the temple facade. "Flocon" / snowflake refere here to the SKI test level for young people. Usually kids of 5 years pass their "snowflake" in SKI.. The joke here is "I have a kid diplome to climb on trees". I have my snowflake in accrocbranch (tree climbing course).	Je dois grimper en haut de cette façade. J’ai passé mon flocon en accrobranche option varappe. Nan je déconne, j’ai des chaussons avec des pointes...	I need to climb to the top of\n the facade. Fortunately I have a\n Cub Scout badge in tree climbing.\n Nah I'm just kidding,\n I have spiky ninja boots!	RF	152	Subo a lo alto de la fachada. Me dieron un premio en el cole por subirme a los árboles. Es broma, tengo zapatillas con clavos...	robcfg miguelsky trocoloco	128	Devo arrivare in cima a questa facciata! Da piccolo ho fatto un corso di arrampicata sugli alberi... Vabbè dai, scherzavo. E`che ho gli stivaletti chiodati.	Mr. DVG	156	Πρέπει να σκαρφαλώσω στο πάνω μέρος της πρόσοψης. Ευτυχώς, από μωρό πρώτα έμαθα να σκαρφαλώνω και μετά να περπατάω. Χα, αστειεύομαι, έχω παπούτσια με καρφιά...	msg/SK	159	Ich muss diese Fassade hochklettern. Kein Problem, ich habe mein Seepferdchen im Baumklettern. Ist natürlich Quatsch, aber Schuhe mit Spikes habe ich!	Phoenix Yth Dissident	150	Muszę wspiąć się na szczyt tej fasady. Na szczęście mam sprawność zuchową "Wspinacza na Drzewa"! Ee, w sumie to nie mam. Żartowałem. Mam po prostu kolczaste buty Ninja!	PS2 SP	168	I għandhom jitilgħu fil-quċċata tal-faċċata. I jintefqu siġra Snowflake tiegħi tixbit rock climbing għażla. NaH Jien kidding, I papoċċi ma spikes ...		149	Għandi biex jitilgħu fil-quċċata ta 'dan faċċata. I għadda saffi saffi tiegħi f'aktar għażla fakultattiva. Nan qed niċċajta, għandi papoċċi bi spikes ...
		Avec mes chaussures, je peux monter sur n’importe quoi, même sur ta MERE. Bon soyons sérieux. Ca sent le piège à plein nez ce truc. soyons sur nos gardes. On va où ?	With my ASHIKO I can mount anything, even your MOTHER! But let's be serious here, this thing smells like a trap. So, let's stay cool. Where are we going now?	FG RF	157	Con mis zapatos, puedo montar en cualquier cosa, ¡incluso en tu MADRE! Seamos serios. Esto huele a trampa desde lejos. ¿A dónde vamos ahora?	robcfg miguelsky trocoloco	140	Con questi stivaletti posso salire su qualsiasi cosa, anche su tua MADRE. Bene, siamo seri ora. Questa è una trappola, stiamo in guardia. Da che parte andiamo?	Mr. DVG	159	Με τέτοιο πατούμενο, άνετα σκαρ--φαλώνω σε ο,τιδήποτε, ακόμα και στη ΜΑΝΑ σου. Ας σοβαρευτούμε. Μου μυρίζει παγίδα εδώ. Ας μείνουμε ψύχραιμοι. Πού να πάμε τώρα;	msg/SK	160	Mit diesen Schuhen kann ich alles besteigen, sogar Deine MUTTER. Aber im Ernst, das riecht hier nach Fallen. Lass uns vorsichtig sein. Wohin jetzt?	Phoenix Yth Dissident	147	W moich butach mogę jeździć na wszystkim, nawet na Twojej MATCE, ale bądźmy poważni. Ta rzecz pachnie jak klasyczna pułapka. Miejmy się na baczności!! Gdzie idziemy?	PS2 SP	165	Bil żraben tiegħi, nista 'nikseb fuq xejn, anke fuq OMM tiegħek. Ukoll ejja jkunu serji. Hija irwejjaħ nassa imnieħer sħiħa li Jittieħed. ejjew iftħu tagħna. Fejn sejrin ?		171	Biż-żraben tiegħi, nista 'nġib xejn, anke fuq ommok. Tajba jkun serju. Tħoss in-nassa imnieħer sħiħ din il-ħaġa. Ejja nkunu fuq il-gwardja tagħna. Fejn sejrin ?
		BRAVO. Je m'accroche sur ce premier point. C'est assez stable. Cette façade est quand même bien bizarre, il y a des trous dans le bois un peu partout.	WELL DONE. I hang on this first point. It is quite stable. This facade is still very strange - there are holes in the wood everywhere.	CK RF	134	BRAVO. Me agarro a este primer punto. Es bastante estable. Esta fachada es muy rara, hay agujeros en la madera por todas partes.	robcfg miguelsky trocoloco	128	MOLTO BENE! Mi aggrappo a questo primo punto. E`abbastanza stabile. Questa facciata comunque è molto strana, ci sono buchi ovunque nel legno.	Mr. DVG	141	ΜΠΡΑΒΟ. Στηρίζομαι σε αυτό το πρώτο σημείο, μιας και είναι πολύ σταθερό. Είναι πολύ μυστήρια αυτή η πρόσοψη, το ξύλο έχει τρύπες παντού.	msg/SK	136	GUT GEMACHT. Ich hänge an diesem ersten Punkt. Er scheint recht stabil. Diese Fassade ist immer noch sehr seltsam, überall sind Löcher im Holz.	Phoenix Yth Dissident	143	DOBRA ROBOTA. Zawisam na pierwszym punkcie. Jest dość stabilny. Ta elewacja jest jednak bardzo dziwna... wszędzie są otwory w drewnie.	PS2 SP	134	PROSET. I tistrieħ fuq dan l-ewwel punt. Huwa pjuttost stabbli. Dan faċċata għadu stramba ħafna, hemm toqob fl-injam kullimkien.		128	Loading...
		Je saute de l'autre côté. BIEN VU. Jusque là tout va bien. J'entends que ça s'agite dedans. J'ai bien fait de passer par là. Je fais quoi maintenant ?	I'm jumping the other way. BRAVO ZULU. So far so good. I hear it's bangin' inside. Good job I went\n this way. What do I do now?	FG RF	128	Salto por el otro lado. BIEN VISTO. Hasta aquí todo bien. Escucho movimiento dentro. Me alegro de haber venido por aquí. ¿Qué hago ahora?	robcfg miguelsky trocoloco	137	Salto dall'altra parte. BEN FATTO! Fin qui tutto bene. Ho sentito dire che c'è agitazione all'interno. Ho fatto bene a passare qui. Cosa faccio ora?	Mr. DVG	148	Πηδάω στην αντίθετη κατεύθυνση. ΜΠΡΑΒΟ. Ως εδώ, καλά. Ακούω σαματά μέσα, οπότε ευτυχώς που ήρθα από εδώ. Τι κάνω τώρα;	msg/SK	118	Ich springe auf die andere Seite. SCHOEN. So weit, so gut. Ich höre ein Klicken von drinnen. War gut, diesen Weg zu wählen. Was mache ich jetzt?	Phoenix Yth Dissident	144	Przeskakuję na drugą stronę. BRAWO. Jak na razie, to idzie dobrze. Słyszę, że coś tam się dzie--je wewnątrz. Zrobiłem dobrze prze--chodząc tą stroną. Co robić? 	PS2 SP	160	I qabża għall-naħa l-oħra. UKOLL Seen. S'issa hekk tajjeb. I tismagħha stirs ġewwa. Jien għamilt ukoll li jgħaddu minnha. What do I do issa?		140	Loading...
		IMPECCABLE. Je bondis sur cette sorte de corniche. J'y suis presque. Ils vont pas me voir venir ces blaireaux. J'ai hâte de voir leur gueule.	FLAWLESS. I bounce on this platform-like bit. Almost there. They won't see me coming, the arseholes. Can't wait to see\n their pretty faces.	FG RF	140	IMPECABLE. Salto sobre esta suerte de cornisa. Ya casi estoy allí. Esos desgraciados no me verán venir. Estoy deseando ver sus caras.	robcfg miguelsky trocoloco	133	IMPECCABILE! Salto su questa specie di cornicione. Ci sono quasi. Non mi vedranno arrivare quegli idioti. Non vedo l'ora di vedere le loro facce.	Mr. DVG	145	ΑΨΟΓΟΣ. Πηδάω σε αυτήν την πλατφόρμα και σχεδόν έφτασα. Ούτε καν θα με δουν να έρχομαι, τα γίδια. Ανυπομονώ να δω την έκφραση στις μούρες τους. 	msg/SK	144	PERFEKT. Ich springe auf den Vorsprung. Fast da. Die Saftsäcke werden mich nicht kommen sehen. Ich kann ihre Visagen kaum erwarten.	Phoenix Yth Dissident	131	DOSKONALE Odbijam się od gzymsu. Prawie jestem na miejscu. Te dupki nie zauważą, że nadchodzę. Nie mogę się doczekać, kiedy ujrzę tych przyjemniaczków.	PS2 SP	151	Bla difetti. I leapt fuq dan it-tip ta 'cornice. Jien kważi hemm. Huma mhux ser tara lili ġejjin dawn baġer. I ma jistgħux jistennew biex tara wiċċ tagħhom.		156	Impekkabbli. I qabża fuq dan it-tip ta 'cornice. Jien kważi hemm. Huma mhux se jarawni jiġu dawn il-badgers. Ma nistax nistenna biex nara f'ħalqhom.
		Un dernier bond et voilà. Je suis arrivé sur le toit. Ca me fait mal au cul de le dire, mais tu as ASSURE. Je dois trouver une ouverture. Continuons de monter.	One last leap and there we go.\nI made it to the roof. It hurts my pride to say it, but you KICK ASS.\n I need to find an opening.\n Let's keep climbing.	FG RF	153	Un último salto y listo. Llego a la azotea. Me duele reconocerlo, pero eres un AS. Tengo que encontrar una abertura. Sigamos subiendo.	robcfg miguelsky trocoloco	134	Un ultimo salto et voilà. Sono sul tetto. Cazzo devo ammetterlo, sei stato davvero un ASSO! Ora devo trovare un'apertura. Dobbiamo continuare a salire!	Mr. DVG Farox	151	Ένα τελευταίο άλμα και φτάσαμε στην οροφή. Δεν θέλω να το παραδεχτώ, αλλά, φιλαράκι, ΚΟΒΕΙΣ ΚΩΛΟΥΣ. Πρέπει να βρω ένα άνοιγμα. Ας σκαρφαλώσω κι άλλο. 	msg/SK	150	Ein letzter Sprung und ich bin auf dem Dach. Es nagt an meinem Stolz das zu sagen, aber Du rockst. Ich muss einen Eingang finden. Lass uns weiter klettern.	Phoenix Yth Dissident	155	Ostatni skok i jestem. Dotarłem na dach. Trochę z bólem dupy, ale muszę przyznać, że RZĄDZISZ koleś! Teraz muszę znaleźć jakieś wejście. Wspinamy się dalej.	PS2 SP	156	A qabża finali u hawn. I waslu fuq il-bejt. Dan jolqot ħmar tiegħi ngħid, imma int assigurat. Għandi biex issib ftuħ. Tkompli tiżdied.		134	L-aħħar qabża u dak hu. Wasalt fuq is-saqaf. Tweġġa 'l-ħmar tiegħi biex ngħidha, imma tiżgura. Irrid insib ftuħ. Kompli jogħla.
